Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
JCI,"Johnson Controls Intl",45.78,0.14,+0.31%,46.17,45.49,862973,"12:51 ET"
JKHY,"Jack Henry & Assoc",156.97,2.25,+1.45%,157.99,154.98,205445,"12:51 ET"
JNJ,"Johnson & Johnson",152.64,-0.080000000000013,-0.05%,153.6,151.9,1824523,"12:53 ET"
JNPR,"Juniper Networks",22.47,0.099999999999998,+0.45%,22.56,22.24,1426169,"12:51 ET"
JPM,"JP Morgan Chase & Company",125.88,4.21,+3.46%,125.9,122,6219625,"12:52 ET"
K,"Kellogg Company",61.86,0.67,+1.09%,61.96,61.3,417065,"12:50 ET"
KEY,Keycorp,16.34,0.6,+3.81%,16.4,15.91,2595255,"12:51 ET"
KEYS,"Keysight Technologies Inc Comm",130.92,2.23,+1.73%,131.86,128.69,469503,"12:51 ET"
KHC,"Kraft Heinz Company",34.94,0.55,+1.60%,34.94,34.25,1287821,"12:52 ET"
KIM,"Kimco Realty Corp",14.54,0.15,+1.04%,14.72,14.42,708296,"12:51 ET"
KLAC,"K L A-Tencor Corp",256.6,-0.98999999999995,-0.38%,258.59,253.87,298690,"12:50 ET"
KMB,"Kimberly-Clark Corp",133.36,0.69000000000003,+0.52%,133.72,132.68,510104,"12:53 ET"
KMI,"Kinder Morgan",13.9,0.12,+0.87%,14.08,13.83,6801046,"12:52 ET"
KMX,"Carmax Inc",93.3,0.97,+1.05%,93.71,92,1201792,"12:52 ET"
KO,"Coca-Cola Company",53.19,0.43,+0.82%,53.39,52.84,2977883,"12:53 ET"
KR,"Kroger Company",31.52,0.63,+2.04%,31.52,30.85,3916238,"12:52 ET"
KSU,"Kansas City Southern",199.53,3.56,+1.82%,199.82,196.33,232868,"12:53 ET"
L,"Loews Corp",44.24,1.19,+2.76%,44.3,43.49,227612,"12:51 ET"
LB,"L Brands Inc",39.01,1.01,+2.66%,39.15,37.69,821444,"12:53 ET"
LDOS,"Leidos Holdings Inc",104.97,2.62,+2.56%,105.26,103.05,176734,"12:52 ET"
LEG,"Leggett & Platt Inc",41.6,0.31,+0.75%,42.07,41.5,284492,"12:46 ET"
LEN,"Lennar Corp",78.53,-1.81,-2.25%,80.52,78.16,810712,"12:52 ET"
LH,"Laboratory Corp of America Holdings",203.21,-0.17999999999998,-0.09%,204.78,202.55,117110,"12:45 ET"
LHX,"L3Harris Technologies Inc",186.7,2.59,+1.41%,187.31,184.09,324317,"12:51 ET"
LIN,"Linde Plc",256.39,2.93,+1.16%,257.45,254.89,362655,"12:53 ET"
LKQ,"LKQ Corp",36.14,0.16,+0.44%,36.52,36.14,246181,"12:49 ET"
LLY,"Eli Lilly and Company",166.83,0.11000000000001,+0.07%,168,166.23,521332,"12:52 ET"
LMT,"Lockheed Martin Corp",353.87,5.95,+1.71%,354.99,348.84,554446,"12:51 ET"
LNC,"Lincoln National Corp",50,2.03,+4.23%,50.03,48.69,315825,"12:52 ET"
LNT,"Alliant Energy Corp",50.17,-0.009999999999998,-0.02%,50.69,50.14,244485,"12:52 ET"
LOW,"Lowe's Companies",162.6,-2.01,-1.22%,165.63,162.48,1255698,"12:53 ET"
LRCX,"Lam Research Corp",477.72,0.77000000000004,+0.16%,480.82,474,235307,"12:52 ET"
LUMN,Centurylink,9.83,0.050000000000001,+0.51%,9.92,9.8,3841282,"12:49 ET"
LUV,"Southwest Airlines Company",46.5,1.18,+2.60%,46.83,45.32,2622469,"12:52 ET"
LVS,"Las Vegas Sands",57.21,0.96,+1.71%,57.7,56.25,1025269,"12:53 ET"
LW,"Lamb Weston Holdings Inc",78.12,0.78,+1.01%,79.35,77.38,191535,"12:50 ET"
LYB,"Lyondellbasell Industries NV",91.34,1.53,+1.70%,92.26,90.17,330956,"12:51 ET"
LYV,"Live Nation Entertainment",72.39,0.38,+0.53%,73.06,71.76,869315,"12:52 ET"
MA,"Mastercard Inc",331.76,-0.48000000000002,-0.14%,335.21,331.04,894653,"12:53 ET"
MAA,"Mid-America Apartment Communities",123.7,-1.58,-1.26%,126.25,123.6,147470,"12:52 ET"
MAR,"Marriot Int Cl A",128.54,2.28,+1.81%,128.96,126.73,812207,"12:52 ET"
MAS,"Masco Corp",56.78,0.15,+0.26%,57.01,56.17,461029,"12:52 ET"
MCD,"McDonald's Corp",213.09,1.17,+0.55%,213.31,211.79,688758,"12:53 ET"
MCHP,"Microchip Technology",136.89,-0.060000000000002,-0.04%,137.94,136.3,427998,"12:53 ET"
MCK,"Mckesson Corp",171.46,1.45,+0.85%,172.95,170.11,214680,"12:52 ET"
MCO,"Moody's Corp",280.21,-1.06,-0.38%,284.45,280.17,121829,"12:52 ET"
MDLZ,"Mondelez Intl Inc",57.64,0.48,+0.84%,57.73,57.35,1563448,"12:52 ET"
MDT,"Medtronic Inc",114.93,0.30000000000001,+0.26%,115.59,114.14,777390,"12:53 ET"
MET,"Metlife Inc",46.51,1.3,+2.88%,46.6,45.52,1665394,"12:52 ET"
MGM,"MGM Resorts International",31.07,0.72,+2.37%,31.39,30.46,2494309,"12:53 ET"
MHK,"Mohawk Industries",136.65,0.98000000000002,+0.72%,138.12,136,157131,"12:52 ET"
MKC,"Mccormick & Company Inc",93.44,0.48,+0.52%,93.6,92.9,155055,"12:49 ET"
MKTX,"Marketaxess Holdings",578.32,-12,-2.03%,601.41,573.98,58048,"12:52 ET"
MLM,"Martin Marietta Materials",273.2,-0.10000000000002,-0.04%,275.39,270.75,103955,"12:49 ET"
MMC,"Marsh & Mclennan Companies",114.28,-0.12,-0.10%,115.15,114,297077,"12:51 ET"
MMM,"3M Company",174.51,-0.27000000000001,-0.15%,175.84,174.21,499441,"12:52 ET"
MNST,"Monster Beverage Cp",88.83,0.56,+0.63%,89.1,88.18,306370,"12:52 ET"
MO,"Altria Group",42.81,0.26000000000001,+0.61%,42.99,42.61,3241547,"12:52 ET"
MOS,"Mosaic Company",21.95,0.079999999999998,+0.37%,22.26,21.83,2355006,"12:52 ET"
MPC,"Marathon Petroleum Corp",41.3,1.63,+4.11%,41.65,40,1856491,"12:53 ET"
MRK,"Merck & Company",80.25,0.83,+1.05%,80.43,79.53,2537559,"12:52 ET"
MRO,"Marathon Oil Corp",6.76,0.45,+7.13%,6.96,6.4,19382113,"12:53 ET"
MS,"Morgan Stanley",68.75,2.11,+3.17%,68.78,66.97,3530752,"12:53 ET"
MSCI,"MSCI Inc",434.09,-3.49,-0.80%,438.09,432.52,69930,"12:49 ET"
MSFT,"Microsoft Corp",222.72,-1.22,-0.54%,224.25,221.95,8296040,"12:53 ET"
MSI,"Motorola Solutions",169.59,2.14,+1.28%,170.34,167.91,235827,"12:52 ET"
MTB,"M&T Bank Corp",124.83,3.69,+3.05%,125.65,122.02,205638,"12:51 ET"
MTD,"Mettler-Toledo International",1124.82,-0.71000000000004,-0.06%,1131.31,1113.23,24053,"12:50 ET"
MU,"Micron Technology",70.47,0.030000000000001,+0.04%,71.06,70.17,4206124,"12:53 ET"
MXIM,"Maxim Integrated",86.38,-0.030000000000001,-0.03%,87.03,86.17,351021,"12:52 ET"
NCLH,"Norwegian Cruise Ord",24.31,1.23,+5.33%,24.6,22.84,12349232,"12:53 ET"
NDAQ,"Nasdaq Inc",129.1,-0.80000000000001,-0.62%,130.74,128.66,169751,"12:53 ET"
NEE,"Nextera Energy",75.11,0.40000000000001,+0.54%,75.55,74.65,2060035,"12:53 ET"
NEM,"Newmont Mining Corp",59.95,0.54000000000001,+0.91%,60.31,59.55,1693415,"12:53 ET"
NFLX,"Netflix Inc",518.84,-8.49,-1.61%,526.39,517.2,1207166,"12:53 ET"
NI,"NiSource Inc",21.96,0.25,+1.15%,22.16,21.73,1136415,"12:51 ET"
NKE,"Nike Inc",142.05,-0.39999999999998,-0.28%,143.6,141.7,1439299,"12:53 ET"
NLOK,"Nortonlifelock Inc",21.14,-0.2,-0.94%,21.42,21.01,1329060,"12:53 ET"
NLSN,"Nielsen Holdings Plc",20.2,0.46,+2.33%,20.29,19.86,671179,"12:52 ET"
NOC,"Northrop Grumman Corp",302.15,5.83,+1.97%,302.86,297.56,251260,"12:52 ET"
NOV,National-Oilwell,13.58,0.49,+3.74%,13.9,13.17,1569194,"12:52 ET"
NOW,"Servicenow Inc",551.43,-10.29,-1.83%,565,551.28,326111,"12:53 ET"
NRG,"NRG Energy",35.36,0.81,+2.34%,35.37,34.75,446620,"12:51 ET"
NSC,"Norfolk Southern Corp",233.44,2.94,+1.28%,234.2,230.5,351689,"12:49 ET"
NTAP,"Netapp Inc",66.52,0.33999999999999,+0.51%,67.63,66.16,649478,"12:51 ET"
NTRS,"Northern Trust Corp",92.74,2.14,+2.36%,92.86,91.29,145142,"12:52 ET"
NUE,"Nucor Corp",52.75,-0.34,-0.64%,53.57,52.43,692525,"12:51 ET"
NVDA,"Nvidia Corp",523.81,-7.3200000000001,-1.38%,531,521.62,2207500,"12:53 ET"
NVR,"NVR Inc",4143.5,-58.8,-1.40%,4210,4137.49,3903,"12:37 ET"
NWL,"Newell Rubbermaid Inc",21.27,0.19,+0.90%,21.34,21.13,519687,"12:51 ET"
NWS,"News Cp Cl B",17.49,-0.030000000000001,-0.17%,17.65,17.46,186116,"12:50 ET"
NWSA,"News Cp Cl A",17.66,0.02,+0.11%,17.82,17.62,661259,"12:52 ET"
O,"Realty Income Corp",61.01,0.079999999999998,+0.13%,61.43,60.5,1004581,"12:52 ET"
ODFL,"Old Dominion Freight Line Inc",197.27,-1.39,-0.70%,200.43,197.27,129632,"12:53 ET"
OKE,"Oneok Inc",38.82,0.19,+0.49%,39.58,38.47,1062146,"12:53 ET"
OMC,"Omnicom Group Inc",61.65,1.86,+3.11%,61.69,59.88,615995,"12:52 ET"
ORCL,"Oracle Corp",65.98,0.83,+1.27%,66.16,65.15,5856540,"12:52 ET"
ORLY,"O'Reilly Automotive",457.53,4.14,+0.91%,458.99,453.06,130552,"12:49 ET"
OTIS,"Otis Worldwide Corp [Otis/I]",66.02,0.61,+0.93%,66.24,65.3,321520,"12:50 ET"
OXY,"Occidental Petroleum Corp",17.95,1.03,+6.09%,18.39,16.98,14450903,"12:51 ET"
PAYC,"Paycom Software Inc",464.79,-0.33999999999997,-0.07%,471.08,460.56,137149,"12:52 ET"
PAYX,"Paychex Inc",96.35,-0.28,-0.29%,100,95.72,1581757,"12:53 ET"
PBCT,"People's United Finl",12.86,0.3,+2.39%,12.94,12.64,1482855,"12:51 ET"
PCAR,"Paccar Inc",85.1,0.22999999999999,+0.27%,85.5,83.97,181067,"12:53 ET"
PEAK,"Healthpeak Properties Inc",29.84,0.17,+0.57%,29.99,29.68,1287567,"12:52 ET"
PEG,"Public Service Enterprise Group Inc",57.11,0.72,+1.28%,57.33,56.74,368245,"12:51 ET"
PEP,"Pepsico Inc",144.61,0.59,+0.41%,145.6,144.07,969823,"12:53 ET"
PFE,"Pfizer Inc",37.56,0.82,+2.23%,37.65,36.88,20825812,"12:53 ET"
PFG,"Principal Financial Group Inc",48.67,1.27,+2.68%,48.95,47.89,357259,"12:51 ET"
PG,"Procter & Gamble Company",137.04,0.48999999999998,+0.36%,137.57,136.13,2419433,"12:52 ET"
PGR,"Progressive Corp",97.68,-0.30999999999999,-0.32%,98.85,97.33,556165,"12:52 ET"
PH,"Parker-Hannifin Corp",268.6,1.02,+0.38%,271.06,267.68,233720,"12:53 ET"
PHM,Pultegroup,44.28,-1.13,-2.49%,45.57,44.12,681420,"12:52 ET"
PKG,"Packaging Corp of America",136.11,2.3,+1.72%,136.79,133.9,165910,"12:50 ET"
PKI,Perkinelmer,139.98,0.11999999999998,+0.09%,140.39,137.58,133539,"12:52 ET"
PLD,"Prologis Inc",97.54,-0.11,-0.11%,98.92,97.45,593475,"12:48 ET"
PM,"Philip Morris International Inc",82.25,0.060000000000002,+0.07%,82.72,82.03,1161434,"12:52 ET"
PNC,"PNC Bank",147,3.27,+2.28%,147.34,144.16,485834,"12:53 ET"
PNR,"Pentair Ltd",52.97,0.37,+0.70%,53.41,52.72,143301,"12:52 ET"
PNW,"Pinnacle West Capital Corp",78.37,0.59,+0.76%,79.37,78.08,205918,"12:53 ET"
POOL,"Pool Corp",364.02,-5.71,-1.54%,371.68,363.02,47241,"12:49 ET"
PPG,"PPG Industries",145.06,0.36000000000001,+0.25%,146.11,144.57,291639,"12:52 ET"
PPL,"PPL Corp",26.82,0.49,+1.86%,27.01,26.38,2217144,"12:52 ET"
PRGO,"Perrigo Company",43.72,-0.13,-0.30%,44.25,43.46,259160,"12:53 ET"
PRU,"Prudential Financial Inc",77.13,2.13,+2.84%,77.3,75.86,720239,"12:49 ET"
PSA,"Public Storage",229.49,-2.7,-1.16%,232.75,229.16,169542,"12:50 ET"
PSX,"Phillips 66",69.31,1.8,+2.67%,69.97,68.01,1362868,"12:53 ET"
PVH,"Phillips-Van Heusen Corp",94.12,2.44,+2.66%,94.74,92.29,299822,"12:51 ET"
PWR,"Quanta Services",70.69,1.56,+2.26%,71.08,69.37,524840,"12:52 ET"
PXD,"Pioneer Natural Resources Company",112.97,4.53,+4.18%,114.88,109.44,534380,"12:51 ET"
PYPL,"Paypal Holdings",240.9,-2.59,-1.06%,245.79,238.33,3039241,"12:53 ET"
QCOM,"Qualcomm Inc",148.41,2.07,+1.41%,151.54,147.26,2401863,"12:53 ET"
QRVO,"Qorvo Inc",168.42,5.16,+3.16%,169.11,163.26,840405,"12:53 ET"
RCL,"Royal Caribbean Cruises Ltd",71.06,1.37,+1.97%,72.87,69.74,2464573,"12:52 ET"
RE,"Everest Re Group",230.3,2.16,+0.95%,232.57,228.68,33697,"12:47 ET"
REG,"Regency Centers Corp",45.42,0.18,+0.40%,46.14,45.32,208542,"12:53 ET"
REGN,"Regeneron Pharmaceuticals",490.4,0.33999999999997,+0.07%,493.91,488.52,258293,"12:51 ET"
RF,"Regions Financial Corp",15.99,0.56,+3.63%,16.06,15.52,2705984,"12:51 ET"
RHI,"Robert Half International Inc",62.78,0.74,+1.19%,63.12,62.31,368034,"12:51 ET"
RJF,"Raymond James Financial",94.84,1.1,+1.17%,95.58,93.96,295580,"12:49 ET"
RL,"Ralph Lauren Corp",101.38,2.54,+2.57%,101.82,99.44,153929,"12:52 ET"
RMD,"Resmed Inc",212.61,0.94000000000003,+0.44%,213.1,210.5,62653,"12:52 ET"
ROK,"Rockwell Automation Inc",250.07,2.43,+0.98%,250.89,248.41,170840,"12:51 ET"
ROL,"Rollins Inc",40.35,-0.5,-1.22%,41.22,40.35,270750,"12:51 ET"
ROP,"Roper Industries",422.4,9.48,+2.30%,424.01,415.66,245279,"12:53 ET"
ROST,"Ross Stores Inc",117.84,1.1,+0.94%,118.92,117.22,320177,"12:52 ET"
RSG,"Republic Services",95.77,-0.049999999999997,-0.05%,96.67,95.33,293616,"12:49 ET"
RTX,"Raytheon Technologies Corp",70.9,1.65,+2.38%,71.41,69.59,1758202,"12:53 ET"
SBAC,"SBA Communications",277.39,1.47,+0.53%,279.45,274.7,176315,"12:50 ET"
SBUX,"Starbucks Corp",102.4,-0.0099999999999909,-0.01%,102.68,102.02,1214079,"12:53 ET"
SCHW,"The Charles Schwab Corp",52.44,0.8,+1.55%,52.71,51.6,1647296,"12:53 ET"
SEE,"Sealed Air Corp",45.94,0.77,+1.70%,46.14,45.16,254289,"12:53 ET"
SHW,"Sherwin-Williams Company",731.05,-6.0200000000001,-0.82%,740.6,730,89649,"12:53 ET"
SIVB,"Svb Financial Group",378.59,10.39,+2.82%,379.41,368.85,81857,"12:52 ET"
SJM,"J.M. Smucker Company",115.74,1.01,+0.88%,116.25,114.85,159322,"12:51 ET"
SLB,"Schlumberger N.V.",21.92,0.56,+2.62%,22.3,21.45,4348538,"12:52 ET"
SLG,"SL Green Realty Corp",56.3,0.34999999999999,+0.63%,57.34,56.13,405822,"12:51 ET"
SNA,"Snap-On Inc",168.64,1.1,+0.66%,169.58,167.34,90974,"12:49 ET"
SNPS,"Synopsys Inc",256.99,-1.06,-0.41%,260.26,256.47,213026,"12:53 ET"
SO,"Southern Company",60.15,0.43,+0.72%,60.37,59.86,659337,"12:50 ET"
SPG,"Simon Property Group",84.53,0.81,+0.97%,85.25,82.88,1521993,"12:52 ET"
SPGI,"S&P Global Inc",319.14,0.20999999999998,+0.07%,321.57,318.32,393298,"12:50 ET"
SRE,"Sempra Energy",127.11,0.84,+0.67%,127.88,126.66,247830,"12:49 ET"
STE,"Steris Corp",184.39,1.8,+0.99%,184.93,182.35,58133,"12:52 ET"
STT,"State Street Corp",71.85,1.66,+2.37%,72.47,70.52,471824,"12:52 ET"
STX,"Seagate Tech Ord Shs",63.23,-0.48,-0.75%,63.95,63.14,614105,"12:52 ET"
STZ,"Constellation Brands Inc",216.1,3.15,+1.48%,216.32,212.89,130810,"12:52 ET"
SWK,"Stanley Black & Decker Inc",177.87,-1.15,-0.64%,180.3,177.21,238509,"12:53 ET"
SWKS,"Skyworks Solutions",151.77,2.34,+1.57%,151.83,148.74,581631,"12:50 ET"
SYF,"Synchrony Financial",34.16,0.9,+2.71%,34.27,33.53,1252204,"12:53 ET"
SYK,"Stryker Corp",238.49,3.2,+1.36%,239,236.36,185815,"12:50 ET"
SYY,"Sysco Corp",72.87,0.95,+1.32%,73.43,72.4,624255,"12:51 ET"
T,"AT&T Inc",28.74,0.34,+1.20%,28.88,28.42,17757240,"12:52 ET"
TAP,"Molson Coors Brewing Company",45.23,0.81,+1.82%,45.4,44.59,399642,"12:52 ET"
TDG,"Transdigm Group Inc",610.85,14.62,+2.45%,617.08,598.8,44412,"12:50 ET"
TDY,"Teledyne Technologies Inc",387.82,8.99,+2.37%,387.82,379.96,32272,"12:50 ET"
TEL,"Te Connectivity Ltd",119.61,2.82,+2.41%,119.66,117.77,575231,"12:52 ET"
TER,"Teradyne Inc",118.54,-0.029999999999987,-0.03%,119.29,117.21,325222,"12:52 ET"
TFC,"Truist Financial Corp",47.36,1.33,+2.89%,47.42,46.26,2335121,"12:53 ET"
TFX,"Teleflex Inc",399.77,2.93,+0.74%,402.51,397.52,30295,"12:51 ET"
TGT,"Target Corp",175.91,3.56,+2.07%,176.33,171.88,2359252,"12:53 ET"
TIF,"Tiffany & Company",131.16,0.0099999999999909,+0.01%,131.22,131.12,416927,"12:51 ET"
TJX,"TJX Companies",67.53,0.56,+0.84%,68.08,67.39,1185572,"12:52 ET"
TMO,"Thermo Fisher Scientific Inc",462.88,-2.32,-0.50%,469.38,460.46,400315,"12:52 ET"
TMUS,"T-Mobile US",132.43,0.18000000000001,+0.14%,132.55,130.95,762075,"12:52 ET"
TPR,"Tapestry Inc",30.24,0.069999999999997,+0.23%,30.64,29.92,2590861,"12:53 ET"
TROW,"T Rowe Price Group",149.01,1.59,+1.08%,149.3,147.88,220063,"12:52 ET"
TRV,"The Travelers Companies Inc",137.42,0.94,+0.69%,138.55,136.91,290559,"12:52 ET"
TSCO,"Tractor Supply Company",146.73,-3.04,-2.03%,150.33,146.57,288933,"12:52 ET"
TSLA,"Tesla Inc",644.82,4.48,+0.70%,651.5,622.57,22101919,"12:53 ET"
TSN,"Tyson Foods",63.6,1.12,+1.79%,63.71,62.83,702711,"12:53 ET"
TT,"Trane Technologies Plc",143.3,0.30000000000001,+0.21%,144.15,142.09,266673,"12:48 ET"
TTWO,"Take-Two Interacti",202.79,0.92999999999998,+0.46%,203.44,199.93,313674,"12:53 ET"
TWTR,"Twitter Inc",54.43,-0.48,-0.87%,55.45,54.23,3028108,"12:53 ET"
TXN,"Texas Instruments",162.48,-0.04000000000002,-0.02%,163.23,162,594586,"12:51 ET"
TXT,"Textron Inc",48.46,1.64,+3.50%,48.62,47.17,254702,"12:52 ET"
TYL,"Tyler Technologies",438.67,0.15000000000003,+0.03%,440.79,432.3,49859,"12:49 ET"
UA,"Under Armour Inc Cl C",14.87,0.19,+1.29%,15,14.6,2246709,"12:53 ET"
UAA,"Under Armour",17.17,0.29,+1.72%,17.32,16.67,2555000,"12:53 ET"
UAL,"United Airlines Holdings Inc",44.15,1.18,+2.75%,44.69,42.06,10951208,"12:52 ET"
UDR,"United Dominion Realty Trust",37.49,0.12,+0.32%,37.95,37.43,524675,"12:52 ET"
UHS,"Universal Health Services",137.16,1.36,+1.00%,138.17,136.63,56863,"12:51 ET"
ULTA,"Ulta Beauty Inc",270.25,5.16,+1.95%,272.53,267.4,253206,"12:52 ET"
UNH,"Unitedhealth Group Inc",340.55,5.54,+1.65%,341.63,335,822652,"12:53 ET"
UNM,"Unumprovident Corp",21.98,0.66,+3.10%,22.13,21.56,560985,"12:52 ET"
UNP,"Union Pacific Corp",202.05,0.53,+0.26%,203.51,201.52,789110,"12:52 ET"
UPS,"United Parcel Service",173.85,-0.71000000000001,-0.41%,175.94,173.22,947294,"12:52 ET"
URI,"United Rentals",230.39,3,+1.32%,231.52,227.39,229382,"12:51 ET"
USB,"U.S. Bancorp",46.9,1.31,+2.87%,46.9,45.72,1865235,"12:53 ET"
V,"Visa Inc",206.4,0.56,+0.27%,207.5,205.11,2416963,"12:53 ET"
VAR,"Varian Medical Systems",174.72,0.19999999999999,+0.11%,174.82,174.55,98547,"12:52 ET"
VFC,"V.F. Corp",84,1.12,+1.35%,84.25,83.12,509263,"12:52 ET"
VIAC,"Viacomcbs Inc Cl B",36.33,1.44,+4.13%,36.35,34.91,2459243,"12:53 ET"
VLO,"Valero Energy Corp",55.65,1.95,+3.63%,55.93,54,1484972,"12:51 ET"
VMC,"Vulcan Materials Company",143.2,-0.070000000000022,-0.05%,143.87,141.24,223075,"12:53 ET"
VNO,"Vornado Realty Trust",36.35,0.94,+2.65%,36.45,35.45,420975,"12:51 ET"
VNT,"Vontier Corp [Vnt/I]",34.08,0.039999999999999,+0.12%,34.35,33.97,241796,"12:48 ET"
VRSK,"Verisk Analytics Inc",201.73,-0.20000000000002,-0.10%,203.16,200.5,148125,"12:53 ET"
VRSN,"Verisign Inc",216.16,-0.18000000000001,-0.08%,217.35,215.1,93284,"12:50 ET"
VRTX,"Vertex Pharmaceutic",236.28,1.38,+0.59%,238.57,234.08,502563,"12:52 ET"
VTR,"Ventas Inc",49.03,-0.21,-0.43%,49.96,48.83,438052,"12:51 ET"
VTRS,"Viatris Inc",17.94,0.2,+1.13%,17.94,17.64,2712031,"12:52 ET"
VZ,"Verizon Communications Inc",59.1,0.11,+0.19%,59.28,58.88,5925342,"12:53 ET"
WAB,"Wabtec Corp",72.7,0.49000000000001,+0.68%,72.91,71.47,346317,"12:51 ET"
WAT,"Waters Corp",247.46,1.17,+0.48%,248.23,245.77,36741,"12:52 ET"
WBA,"Walgreens Boots Alliance",39.95,0.68,+1.73%,40.24,39.4,2249840,"12:52 ET"
WDC,"Western Digital Cp",50.29,0.57,+1.15%,50.6,49.41,1468414,"12:53 ET"
WEC,"Wisconsin Energy Corp",89.45,-0.019999999999996,-0.02%,90.04,89.14,414298,"12:52 ET"
WELL,"Welltower Inc",62.63,-0.039999999999999,-0.06%,63.43,62.43,481615,"12:52 ET"
WFC,"Wells Fargo & Company",30.1,1.14,+3.94%,30.12,29,17864465,"12:53 ET"
WHR,"Whirlpool Corp",188.4,0.61000000000001,+0.32%,189.95,187.46,154617,"12:52 ET"
WLTW,"Willis Towers WT",209.9,0.28,+0.13%,212.67,209.31,297224,"12:44 ET"
WM,"Waste Management",117.18,-0.73999999999999,-0.63%,118.31,117.12,305675,"12:50 ET"
WMB,"Williams Companies",20.81,0.2,+0.97%,21.08,20.72,2587394,"12:52 ET"
WMT,"Wal-Mart Stores",143.46,-0.73999999999998,-0.51%,144.22,142.3,4004397,"12:53 ET"
WRB,"W.R. Berkley Corp",66.25,0.87,+1.33%,66.66,65.78,113001,"12:49 ET"
WRK,"Westrock Company",44.48,0.65,+1.48%,45.14,44.15,360240,"12:51 ET"
WST,"West Pharmaceutical Services",284.41,1.5,+0.53%,285.66,279.02,217183,"12:53 ET"
WU,"Western Union Company",21.74,-0.060000000000002,-0.28%,21.93,21.69,916739,"12:53 ET"
WY,"Weyerhaeuser Company",33.99,0.64,+1.92%,34.3,33.68,1189225,"12:52 ET"
WYNN,"Wynn Resorts Ltd",116.1,3.49,+3.10%,116.93,113.5,1041354,"12:53 ET"
XEL,"XCEL Energy Inc",64.71,-0.12,-0.19%,65.57,64.52,355882,"12:52 ET"
XLNX,"Xilinx Inc",142.64,-1.52,-1.05%,144.15,141.74,603491,"12:52 ET"
XOM,"Exxon Mobil Corp",42.13,0.89,+2.16%,42.39,41.4,9732611,"12:52 ET"
XRAY,"Dentsply Sirona Inc",52.1,0.29,+0.56%,52.45,51.66,101906,"12:51 ET"
XRX,"Xerox Corp",22.74,0.36,+1.61%,22.91,22.48,566756,"12:52 ET"
XYL,"Xylem Inc",100.31,0.91,+0.92%,100.75,99.38,246826,"12:51 ET"
YUM,"Yum! Brands",107.58,0.17999999999999,+0.17%,107.87,106.85,303650,"12:49 ET"
ZBH,"Zimmer Biomet Holdings",150.93,0.099999999999994,+0.07%,152.3,150.01,221379,"12:51 ET"
ZBRA,"Zebra Technologies",381.95,1.99,+0.52%,384.6,377.44,91101,"12:50 ET"
ZION,"Zions Bancorp",43.49,1.45,+3.45%,43.7,42.29,273620,"12:52 ET"
ZTS,"Zoetis Inc Cl A",160.87,-0.96000000000001,-0.59%,162.98,160.13,412911,"12:52 ET"
"Downloaded from Barchart.com as of 12-23-2020 11:53am CST"
